name,city_clean,city_tier,location,cusine,rating,votes,cost_for_two,price_tier,has_online_order,has_table_booking,delivery_only,anom_iqr_cost,anom_zscore_cost,anom_isoforest,operational_risk
Hyderabad Biryaani Home,Bengaluru,Tier 1,South Bangalore,"North Indian, Hyderabadi, Chinese",2.9,139,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Lobo's Palm,Goa,Tier 2+,Calangute,"North Indian, Chinese, Goan, Seafood, Continental",2.6,23,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Jaza Restaurant,Chennai,Tier 1,Padur,"North Indian, Arabian",2.5,128,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Blue Dip - Golden Gate,Indore,Tier 2+,Vijay Nagar,"North Indian, Chinese",2.9,18,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Cafe Heart Rock,Goa,Tier 2+,Calangute,"BBQ, Chinese, Goan, Seafood",2.8,6,900.0,Premium (700-1500),False,False,False,False,False,False,True
Spiritz,Chennai,Tier 1,Anna Nagar West,"North Indian, Seafood",2.7,166,700.0,Premium (700-1500),False,True,False,False,False,False,True
Club Tao,Goa,Tier 2+,Baga,"Continental, North Indian, Seafood",2.6,10,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Royal Palate,Visakhapatnam,Tier 2+,Ram Nagar,"North Indian, Chinese, Continental",2.9,30,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Red Romio,Bhubaneswar,Tier 2+,Patia,"North Indian, Chinese",2.5,109,600.0,Mid-range (300-700),False,False,False,False,False,True,True
UV Bar,Goa,Tier 2+,Anjuna,Drinks Only,2.4,83,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Kandeel Family Restaurant and Bar,Goa,Tier 2+,Margao,"Asian, Chinese, Goan, Seafood",2.8,31,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Chinese Garden,Goa,Tier 2+,Calangute,"Continental, Chinese, North Indian",2.6,23,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Panino- The Little Goan Bistro,Goa,Tier 2+,Majorda,"Seafood, Chinese, North Indian",2.7,19,850.0,Premium (700-1500),False,False,False,False,False,False,True
Horizon Cafe,Goa,Tier 2+,Calangute,"Chinese, Goan, North Indian, Continental, Thai",2.9,5,850.0,Premium (700-1500),False,False,False,False,False,False,True
Hotel Green Park,Goa,Tier 2+,Mapusa,"North Indian, Chinese, Goan",2.9,12,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Howah Beach Kovalam,Chennai,Tier 1,Kodambakkam,Kerala,2.9,68,700.0,Premium (700-1500),True,False,False,False,False,False,True
Mayuri Restaurant,Visakhapatnam,Tier 2+,Maharani Peta,"South Indian, Chinese, North Indian",2.9,4,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Xstacy,Bhubaneswar,Tier 2+,Chandrasekharpur,Finger Food,2.7,94,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Ideal Garden Restaurant,Chennai,Tier 1,Mahabalipuram,"Chinese, South Indian, Sri Lankan",2.8,72,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Courtallam Border Parotta,Chennai,Tier 1,Velachery,"North Indian, South Indian, Chettinad",2.2,276,750.0,Premium (700-1500),True,False,False,False,False,True,True
Stringfellows Beach Shack,Goa,Tier 2+,Candolim,"Goan, Seafood, Chinese, North Indian",2.9,4,1000.0,Premium (700-1500),False,False,False,True,False,False,True
ECR Dhaba,Chennai,Tier 1,Muttukadu,"North Indian, Seafood, South Indian, Chinese",2.3,192,800.0,Premium (700-1500),False,False,False,False,False,True,True
Simrose,Goa,Tier 2+,Palolem,"Seafood, North Indian, Continental",2.9,10,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Sri Ranga Bhavan,Chennai,Tier 1,Chengalpattu,"South Indian, North Indian, Chinese",2.9,163,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Aasife & Brothers Biriyani Centre,Chennai,Tier 1,St. Thomas Mount,"North Indian, Chinese, Seafood",2.5,764,750.0,Premium (700-1500),False,False,False,False,False,True,True
Palm Shade,Goa,Tier 2+,Candolim,"Goan, Indian, Continental, Seafood, Chinese",2.8,6,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Orion,Chennai,Tier 1,Madipakkam,North Indian,2.8,100,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Bosco's,Goa,Tier 2+,Baga,"North Indian, Chinese, Continental, Seafood, Goan",2.9,7,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Spice Garden,Bhubaneswar,Tier 2+,Bapuji Nagar,"North Indian, Chinese",2.7,26,750.0,Premium (700-1500),True,False,False,False,False,False,True
Food Village,Chennai,Tier 1,Injambakkam,"North Indian, Kerala, Chinese",2.9,202,700.0,Premium (700-1500),False,True,False,False,False,False,True
Nivedhanam Veg International,Chennai,Tier 1,Mylapore,"South Indian, North Indian, Chinese",2.9,99,550.0,Mid-range (300-700),False,False,False,False,False,False,True
The Potroast,Chennai,Tier 1,Porur,"Chettinad, Kerala, North Indian, Fast Food",2.8,394,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Papillon,Goa,Tier 2+,Colva,"North Indian, Chinese, Continental",2.9,7,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Dhabba Express,Chennai,Tier 1,Teynampet,"North Indian, Chinese",2.6,542,700.0,Premium (700-1500),True,True,False,False,False,True,True
Al Sharjah,Chennai,Tier 1,Mogappair,"North Indian, Kerala",2.9,82,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Grills N Curries,Goa,Tier 2+,Candolim,"North Indian, Chinese, Goan, Seafood",2.9,4,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Pudhusu Restaurant,Chennai,Tier 1,Selaiyur,"North Indian, South Indian, Chinese, Chettinad",2.7,161,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Jazz Bistro,Goa,Tier 2+,Baga,"Chinese, Continental, North Indian, Seafood",2.7,37,1000.0,Premium (700-1500),True,False,False,True,False,True,True
Sea Horse,Goa,Tier 2+,Anjuna,"North Indian, Chinese, Continental, Goan, Tibetan",2.9,8,900.0,Premium (700-1500),False,False,False,False,False,False,True
Angithi Restaurant,Indore,Tier 2+,By Pass Road (North),"North Indian, Chinese",2.4,10,500.0,Mid-range (300-700),False,False,False,False,False,True,True
Lezeros Restaurant and Bar,Goa,Tier 2+,Candolim,"North Indian, Seafood",2.6,98,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Eenadee Cafe N Restaurant,Indore,Tier 2+,Rau,Cafe,2.8,31,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Sams,Goa,Tier 2+,Cavelossim,"Goan, North Indian, Seafood",2.9,8,900.0,Premium (700-1500),False,False,False,False,False,False,True
Bollywood Club,Goa,Tier 2+,Baga,Drinks Only,2.2,34,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Sonu's Cave Bar & Restaurant,Bhubaneswar,Tier 2+,Jayadev Vihar,Finger Food,2.7,75,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Flambee,Goa,Tier 2+,Candolim,"North Indian, Goan, Continental",2.9,9,900.0,Premium (700-1500),False,False,False,False,False,False,True
Phoolbani - Hotel Kalinga Ashok,Bhubaneswar,Tier 2+,BJB Nagar,"North Indian, South Indian, Continental, Chinese",2.9,16,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Wagah Border,Goa,Tier 2+,Calangute,"North Indian, Mughlai",2.7,40,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Red Lobster,Goa,Tier 2+,Baga,"North Indian, Continental, Seafood, Goan",2.8,27,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Safils,Goa,Tier 2+,Baga,Goan,2.9,7,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Kalinga Heritage,Bhubaneswar,Tier 2+,Kalinga Nagar,North Indian,2.6,23,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Swad Sagar,Bhubaneswar,Tier 2+,Nayapalli,"North Indian, Chinese, Biryani",2.6,78,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Salt N Pepper - Empires Hotel,Bhubaneswar,Tier 2+,Sahid Nagar,"South Indian, North Indian, Chinese, Continental",2.9,23,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Friends Veg & Non-Veg Restaurant,Visakhapatnam,Tier 2+,Kancharapalem,"North Indian, Biryani",2.9,14,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Blue Coconut,Goa,Tier 2+,Calangute,"Goan, Chinese, Italian, North Indian, Continental",2.7,10,900.0,Premium (700-1500),False,False,False,False,False,False,True
Indo Malaysian Restaurants,Chennai,Tier 1,Medavakkam,"Malaysian, North Indian",2.1,122,750.0,Premium (700-1500),True,False,False,False,False,True,True
Skye Grill,Goa,Tier 2+,Vasco,"North Indian, Chinese, Continental, Goan, Seafood",2.8,6,1100.0,Premium (700-1500),False,False,False,True,False,True,True
Al - Quddus Restaurant,Indore,Tier 2+,Sapna Sangeeta,"North Indian, Chinese",2.6,13,800.0,Premium (700-1500),True,False,False,False,False,True,True
Liu's Waldorf,Chennai,Tier 1,Adyar,Chinese,2.7,294,700.0,Premium (700-1500),True,False,False,False,False,False,True
Blue Wheel Bar & Restaurant,Bhubaneswar,Tier 2+,Sahid Nagar,Finger Food,2.9,4,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Oasis Lounge Bar,Bhubaneswar,Tier 2+,Bapuji Nagar,Finger Food,2.8,17,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Jail Dhaba,Indore,Tier 2+,Bhawar Kuan,"North Indian, Chinese",2.9,8,800.0,Premium (700-1500),True,False,False,False,False,False,True
Sky Hi,Indore,Tier 2+,HIG-LIG,"Fast Food, Chinese",2.7,24,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Club Ivy,Goa,Tier 2+,Baga,"Seafood, North Indian, Goan, Chinese",2.9,4,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Baywatch Multicuisine Restaurant,Goa,Tier 2+,Colva,"Continental, Goan, Chinese, North Indian, South Indian",2.8,8,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Smokeat,Bhubaneswar,Tier 2+,Khandagiri,North Indian,2.9,46,800.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel City Gate,Chennai,Tier 1,Thiruvanmiyur,"North Indian, Chinese, Seafood, Mughlai, Biryani",2.8,186,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Cool Down,Indore,Tier 2+,Vijay Nagar,"Fast Food, Beverages",2.8,14,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Sachin Ka Dhabba,Chennai,Tier 1,Thuraipakkam,"North Indian, Chinese",2.5,464,700.0,Premium (700-1500),True,False,False,False,False,True,True
India Gate,Chennai,Tier 1,Thuraipakkam,"Chinese, North Indian",2.5,216,700.0,Premium (700-1500),False,True,False,False,False,True,True
Brother's Dhaba,Bhubaneswar,Tier 2+,Lakshmi Sagar,"Chinese, North Indian, Seafood, South Indian",2.7,159,700.0,Premium (700-1500),True,False,False,False,False,False,True
Night Rounds,Chennai,Tier 1,Ramapuram,"North Indian, Chinese, Continental",2.8,226,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Praia da Colva,Goa,Tier 2+,Colva,"North Indian, Goan, Chinese, Italian",2.9,13,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Nachiyar Authentic Chettinad Restaurant,Chennai,Tier 1,Kolathur,"North Indian, Chinese, Biryani, Chettinad",2.8,128,800.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel Pearl & Restaurant,Indore,Tier 2+,Gangwal Bus Stand,"North Indian, Chinese",2.5,16,700.0,Premium (700-1500),True,False,False,False,False,True,True
Rain,Bhubaneswar,Tier 2+,Lakshmi Sagar,Finger Food,2.5,17,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Il Tavolino,Bhubaneswar,Tier 2+,Kharabela Nagar,Pizza,2.8,31,700.0,Premium (700-1500),False,False,False,False,False,False,True
Arabian Sea,Goa,Tier 2+,Arambol,"Goan, North Indian, South Indian, Chinese, Continental",2.9,14,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Hotel Marina Park,Chennai,Tier 1,Santhome,"North Indian, Chinese, Seafood, Juices",2.7,80,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Courtallam Border Parotta,Chennai,Tier 1,Mahabalipuram,"North Indian, South Indian, Chinese",2.5,144,800.0,Premium (700-1500),False,False,False,False,False,True,True
926,Chennai,Tier 1,Egmore,"North Indian, South Indian, Chinese",2.6,45,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Hotel Bhukara,Chennai,Tier 1,Anna Nagar West,"North Indian, South Indian, Chinese, Biryani",2.8,190,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Auro Pizza,Chennai,Tier 1,East Coast Road (ECR),"Pizza, Fast Food",2.6,75,600.0,Mid-range (300-700),False,False,False,False,False,False,True
B-Desi Restaurant,Bhubaneswar,Tier 2+,Lakshmi Sagar,North Indian,2.9,7,800.0,Premium (700-1500),False,False,False,False,False,False,True
Fusion Spice,Indore,Tier 2+,By Pass Road (North),"North Indian, Chinese",2.9,13,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Banyan Tree Bar & Restaurant,Goa,Tier 2+,Palolem,"Thai, Italian, North Indian, Chinese, Goan",2.8,5,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Boomerang Beach Restaurant,Goa,Tier 2+,Colva,"Seafood, Continental, Indian",2.4,66,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Plaza Club - Swosti Premium,Bhubaneswar,Tier 2+,Jayadev Vihar,Finger Food,2.9,56,2000.0,Luxury (1500+),False,False,False,True,True,True,True
Red Rock,Mangalore,Tier 2+,Surathkal,"North Indian, Chinese",2.4,161,800.0,Premium (700-1500),False,False,False,False,False,True,True
Khandagiri Restaurant,Bhubaneswar,Tier 2+,Khandagiri,"North Indian, Chinese",2.7,14,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Society Cafe,Goa,Tier 2+,Benaulim,"Cafe, Seafood, North Indian",2.6,11,900.0,Premium (700-1500),False,False,False,False,False,True,True
Esco's Sun & Moon Bar & Restaurant,Goa,Tier 2+,Benaulim,"Goan, Seafood, North Indian, Chinese, Juices, Continental",2.9,9,1000.0,Premium (700-1500),False,False,False,True,False,False,True
The Benaulim Brasserie,Goa,Tier 2+,Benaulim,"Goan, Seafood, Chinese, North Indian, Continental",2.5,15,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Hollywood,Bhubaneswar,Tier 2+,Patia,Finger Food,2.8,24,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Aangan,Meerut,Tier 2+,Meerut Cantt,"North Indian, Chinese, South Indian",2.9,16,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Deep Restaurant,Meerut,Tier 2+,Ganga Nagar,"North Indian, Chinese, Fast Food",2.8,19,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Gananyak,Siliguri,Tier 2+,Pradhan Nagar,"North Indian, Desserts, Continental, Chinese, Biryani",2.9,4,900.0,Premium (700-1500),False,False,False,False,False,False,True
Tandoori Club,Meerut,Tier 2+,Ganga Nagar,"North Indian, Chinese, South Indian",2.8,15,350.0,Mid-range (300-700),True,False,False,False,False,False,True
Kashmir Hotel,Jodhpur,Tier 2+,Rawaton ka bass,North Indian,2.9,4,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Fulka,Jodhpur,Tier 2+,Basni,"Chinese, North Indian",2.6,30,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Hukum Restaurant,Meerut,Tier 2+,Partapur,North Indian,2.8,19,700.0,Premium (700-1500),False,False,False,False,False,False,True
Ocean-The Fern Residency,Jodhpur,Tier 2+,Sardarpura,"Chinese, Continental, North Indian",2.9,6,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Woodhouse Grill N Cafe,Meerut,Tier 2+,Partapur,"North Indian, Italian, Continental",2.8,19,800.0,Premium (700-1500),False,False,False,False,False,False,True
Anand Bhoj,Gwalior,Tier 2+,Thatipur,"North Indian, Fast Food, Chinese",2.8,51,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Shivam Restaurant,Jodhpur,Tier 2+,Mandore,"Cafe, North Indian, Chinese, Beverages",2.8,4,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Black Pepper Restaurant,Meerut,Tier 2+,Pallavpuram,North Indian,2.8,13,400.0,Mid-range (300-700),True,False,False,False,False,False,True
The Umed Hotel,Jodhpur,Tier 2+,Sardarpura,"North Indian, Chinese, Rajasthani, Continental, Burger, Pizza, Beverages",2.7,4,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Chinese Delight,Jamshedpur,Tier 2+,Bistupur,"Chinese, Momos",2.6,16,450.0,Mid-range (300-700),False,False,False,False,False,False,True
Beer Republic,Siliguri,Tier 2+,Patiram Jote,"North Indian, Continental, Chinese",2.3,44,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Garden Retreat - Welcom Heritage Bal Samand Lake Palace,Jodhpur,Tier 2+,Mandore,North Indian,2.8,15,2500.0,Luxury (1500+),False,False,False,True,True,True,True
Bagichi Pure Veg Restaurant,Kota,Tier 2+,Chawani,North Indian,2.5,15,500.0,Mid-range (300-700),True,False,False,False,False,True,True
Rhythm,Jodhpur,Tier 2+,Air Force Area,"Fast Food, North Indian",2.9,7,500.0,Mid-range (300-700),True,False,False,False,False,False,True
The E11ven,Jhansi,Tier 2+,Cantt,"Juices, Beverages, Ice Cream, Fast Food",2.9,24,300.0,Mid-range (300-700),True,False,False,False,False,False,True
The Sweet Shoppee,Jabalpur,Tier 2+,Chandmari,"Mithai, Desserts",2.9,5,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Highway Dining Restaurant,Jabalpur,Tier 2+,Shakti Nagar,North Indian,2.9,14,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Punjab Sweets & Family Restaurant,Meerut,Tier 2+,Ganga Nagar,Fast Food,2.9,67,400.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Akash Ganga,Jabalpur,Tier 2+,Rampur,"North Indian, Fast Food",2.8,6,700.0,Premium (700-1500),True,False,False,False,False,False,True
The Kannelite,Jamshedpur,Tier 2+,Sakchi,North Indian,2.8,14,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Cloud Cafe,Jabalpur,Tier 2+,Napier Town,"Italian, Chinese, Cafe",2.7,13,750.0,Premium (700-1500),False,False,False,False,False,False,True
Kalpavrixa Vegetarian - Mango Hotels,Jodhpur,Tier 2+,Basni,"Chinese, Continental, Indian, Italian",2.7,4,1200.0,Premium (700-1500),True,False,False,True,False,True,True
The Vedas,Gwalior,Tier 2+,City Center,"North Indian, Chinese",2.7,26,1000.0,Premium (700-1500),True,False,False,True,False,True,True
The Mug,Kota,Tier 2+,Chawani,"Fast Food, North Indian",2.3,32,700.0,Premium (700-1500),True,False,False,False,False,True,True
Lazeez Restaurant & Bakers,Gwalior,Tier 2+,Ghosipura,North Indian,2.9,46,800.0,Premium (700-1500),True,False,False,False,False,False,True
Subway,Siliguri,Tier 2+,Bankim Nagar,"Fast Food, Healthy Food, Sandwich, Salad",2.8,24,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Maan Manuhar,Jodhpur,Tier 2+,Sardarpura,North Indian,2.9,5,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Prabha International Hotel,Gwalior,Tier 2+,Lashkar,North Indian,2.9,36,700.0,Premium (700-1500),True,False,False,False,False,False,True
Skyroom,Kota,Tier 2+,Chawani,North Indian,2.4,24,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Ankits,Jabalpur,Tier 2+,Civil Lines,North Indian,2.9,40,500.0,Mid-range (300-700),True,False,False,False,False,False,True
The Aroma Cafe,Meerut,Tier 2+,Mohan Puri,"North Indian, Fast Food",2.9,7,400.0,Mid-range (300-700),False,False,False,False,False,False,True
Spirit Bar,Jodhpur,Tier 2+,Paota,Finger Food,2.9,5,600.0,Mid-range (300-700),False,False,False,False,False,False,True
